Sender_Account_Num,R,F,M,importance_flag,cluster_label
25485,4,2,1,Mid,3
25503,4,3,3,High,3
25505,4,4,3,High,5
25510,1,2,3,Low,6
25513,4,3,4,High,2
25518,4,3,1,High,4
25539,1,1,3,Low,1
25543,4,4,4,High,0
25551,1,2,2,Low,9
25574,4,4,3,High,1
25584,1,1,2,Low,3
25586,4,2,1,Mid,4
25589,4,3,4,High,1
25594,4,2,1,Mid,1
25613,4,3,3,High,2
25615,4,3,1,High,2
25630,4,4,2,High,5
25631,4,2,4,High,6
25637,4,4,4,High,8
25639,4,4,4,High,2
25646,4,3,4,High,4
25649,4,1,4,Mid,3
25652,4,1,1,Mid,9
25654,4,2,2,Mid,10
25657,4,4,2,High,0
25685,4,1,4,Mid,6
25691,4,1,4,Mid,4
25696,4,4,2,High,0
25711,4,4,3,High,5
25714,4,4,1,High,0
25716,4,4,2,High,8
25718,4,4,2,High,2
25745,4,1,1,Mid,1
25756,4,3,2,High,2
25758,4,3,1,High,9
25778,4,1,2,Mid,3
25779,4,3,3,High,3
25781,4,3,2,High,4
25798,4,3,4,High,7
25807,4,2,2,Mid,1
25812,4,3,2,High,3
25834,4,1,1,Mid,1
25837,4,3,4,High,2
25838,4,2,1,Mid,1
25859,4,4,1,High,0
25860,4,4,4,High,0
25866,4,1,1,Mid,1
25867,1,2,1,Low,4
25901,1,2,4,Low,3
25906,4,3,1,High,1
25908,4,4,1,High,0
25930,4,3,4,High,7
25933,1,1,3,Low,1
25942,4,2,4,High,4
25945,1,1,3,Low,3
25965,4,1,3,Mid,9
25975,4,4,2,High,2
25990,4,1,1,Mid,4
25997,4,4,2,High,1
26003,4,2,3,High,6
26016,4,1,1,Mid,1
26047,1,1,2,Low,4
26052,4,4,4,High,8
26061,4,4,3,High,0
26091,4,4,1,High,0
26127,4,1,4,Mid,4
26146,4,2,2,Mid,9
26149,4,3,3,High,3
26150,4,2,3,High,10
26170,4,2,4,High,4
26173,4,4,2,High,0
26176,1,2,1,Low,1
26197,4,2,1,Mid,4
26230,4,2,3,High,4
26232,4,3,3,High,5
26242,4,1,1,Mid,2
26244,4,1,4,Mid,5
26258,1,1,1,Low,1
26262,4,2,4,High,2
26263,1,1,1,Low,1
26278,4,3,4,High,3
26316,4,1,2,Mid,2
26322,4,1,1,Mid,1
26374,4,3,2,High,1
26390,1,1,3,Low,5
26397,4,2,3,High,1
26413,1,1,3,Low,3
26439,4,3,2,High,5
26447,4,3,2,High,5
26464,4,3,2,High,2
26470,1,1,1,Low,10
26475,4,3,2,High,1
26499,4,1,3,Mid,1
26507,4,1,2,Mid,1
26508,1,1,1,Low,4
26523,4,4,2,High,2
26524,4,1,1,Mid,10
26534,4,3,2,High,2
26536,4,3,1,High,4
26542,4,3,4,High,5
26558,4,2,3,High,8
26568,4,4,3,High,8
26630,4,3,1,High,1
26646,4,2,4,High,2
26652,4,3,2,High,4
26688,4,2,4,High,2
26714,4,3,3,High,4
26731,4,4,4,High,0
26737,4,1,4,Mid,1
26805,4,3,4,High,4
26813,4,2,2,Mid,1
26814,4,3,3,High,2
26819,4,2,2,Mid,4
26824,4,2,3,High,2
26842,1,1,3,Low,2
26846,4,4,3,High,8
26847,4,2,1,Mid,1
26890,4,4,3,High,2
26937,4,1,1,Mid,4
26955,4,1,1,Mid,1
26969,4,3,1,High,3
27006,1,3,1,Low,7
27035,1,2,1,Low,1
27046,4,4,4,High,0
27062,1,1,3,Low,4
27082,4,1,3,Mid,4
27124,4,4,4,High,8
27134,4,1,1,Mid,3
27135,1,3,3,Low,2
27145,1,4,4,Mid,4
27151,4,1,2,Mid,4
27168,4,2,1,Mid,4
27171,4,2,4,High,6
27173,4,1,4,Mid,3
27180,4,2,4,High,7
27197,1,1,1,Low,1
27204,1,1,3,Low,3
27223,1,1,1,Low,3
27266,4,3,4,High,5
27287,4,1,4,Mid,4
27292,4,3,2,High,4
27295,4,2,4,High,6
27296,4,2,2,Mid,6
27300,4,3,1,High,9
27308,1,1,2,Low,6
27331,1,1,3,Low,1
27333,1,2,3,Low,1
27338,4,2,3,High,4
27342,4,4,3,High,8
27355,4,1,3,Mid,1
27372,4,1,4,Mid,2
27399,4,4,1,High,0
27402,4,3,1,High,1
27406,4,4,2,High,0
27409,1,2,1,Low,2
27411,4,3,4,High,3
27422,4,3,3,High,6
27425,4,2,3,High,7
27459,4,1,1,Mid,10
27467,1,1,4,Low,4
27522,1,1,1,Low,1
27547,1,1,1,Low,3
27548,1,2,1,Low,4
27550,4,2,3,High,3
27552,1,1,1,Low,1
27555,1,1,1,Low,9
27575,4,4,4,High,8
27585,4,1,4,Mid,4
27594,4,2,1,Mid,1
27618,1,3,4,Low,6
27628,4,1,1,Mid,6
27641,4,1,4,Mid,6
27649,4,3,3,High,2
27650,1,3,2,Low,1
27655,4,1,1,Mid,1
27661,4,4,2,High,0
27662,4,2,2,Mid,5
27678,4,4,4,High,0
27697,4,4,2,High,6
27700,4,3,2,High,4
27704,4,4,3,High,0
27746,4,2,2,Mid,9
27758,4,3,3,High,3
27784,4,4,2,High,10
27794,4,1,1,Mid,7
27801,4,2,4,High,1
27826,4,3,3,High,3
27860,1,1,2,Low,4
27867,4,4,1,High,0
27872,4,3,1,High,6
27887,4,3,2,High,5
27892,4,2,1,Mid,4
27895,4,1,4,Mid,5
27899,4,4,4,High,0
27903,1,1,2,Low,3
27940,4,1,1,Mid,3
27941,1,1,2,Low,3
27971,4,3,4,High,0
27975,4,2,1,Mid,3
27979,1,3,3,Low,3
27983,4,4,1,High,0
27990,4,2,3,High,2
28032,4,2,1,Mid,7
28056,1,1,3,Low,4
28085,1,2,2,Low,7
28095,4,1,1,Mid,1
28155,4,1,4,Mid,3
28173,4,1,1,Mid,7
28181,4,1,3,Mid,4
28225,4,2,2,Mid,1
28234,4,3,2,High,9
28242,4,4,2,High,0
28247,4,2,1,Mid,4
28251,1,3,3,Low,8
28272,4,3,2,High,9
28287,4,1,3,Mid,3
28288,4,2,1,Mid,3
28313,4,1,2,Mid,7
28316,4,4,3,High,8
28329,4,3,3,High,0
28366,4,1,2,Mid,1
28381,1,1,3,Low,4
28386,4,3,1,High,1
28391,1,2,3,Low,3
28399,4,2,2,Mid,3
28420,4,4,3,High,8
28441,4,3,1,High,5
28442,4,1,2,Mid,1
28445,4,1,3,Mid,1
28448,4,4,4,High,0
28474,1,1,4,Low,1
28476,4,4,3,High,5
28479,1,1,4,Low,1
28492,1,2,1,Low,1
28513,4,4,4,High,0
28516,4,1,4,Mid,3
28521,4,4,2,High,2
28542,1,3,2,Low,5
28551,4,2,4,High,5
28559,4,4,3,High,8
28572,4,3,2,High,9
28574,4,1,2,Mid,3
28582,4,4,4,High,0
28603,4,4,2,High,0
28620,4,1,3,Mid,9
28641,4,3,4,High,6
28656,1,3,4,Low,1
28669,4,3,3,High,1
28672,4,1,2,Mid,1
28673,4,2,2,Mid,5
28676,4,4,1,High,0
28681,4,1,2,Mid,7
28684,1,2,2,Low,4
28690,4,3,2,High,3
28692,4,3,4,High,1
28717,1,1,3,Low,6
28719,1,2,4,Low,3
28721,4,1,1,Mid,7
28735,4,2,4,High,3
28744,4,3,4,High,4
28750,4,4,3,High,0
28753,1,3,3,Low,2
28767,4,4,4,High,2
28776,4,4,1,High,0
28787,4,2,3,High,7
28790,1,3,2,Low,1
28803,4,2,1,Mid,9
28823,1,1,1,Low,3
28845,4,3,4,High,8
28862,4,3,4,High,4
28873,4,4,4,High,0
28887,4,3,2,High,4
28972,4,4,3,High,0
28976,4,3,3,High,3
28992,1,3,4,Low,1
28993,4,1,1,Mid,7
29008,4,4,2,High,0
29030,4,2,1,Mid,1
29038,4,4,3,High,0
29051,4,4,3,High,0
29058,4,3,3,High,5
29069,1,2,1,Low,4
29087,4,1,4,Mid,3
29111,1,2,4,Low,5
29113,4,2,3,High,1
29118,1,1,1,Low,7
29136,4,2,2,Mid,3
29141,1,2,1,Low,9
29151,4,3,1,High,1
29164,4,3,3,High,2
29168,4,3,2,High,2
29172,1,1,1,Low,4
29173,4,2,2,Mid,3
29198,4,3,3,High,3
29202,4,2,3,High,3
29210,1,1,1,Low,1
29211,4,2,1,Mid,7
29240,4,4,3,High,5
29242,4,2,3,High,7
29245,4,4,1,High,0
29259,4,3,2,High,2
29264,1,2,1,Low,3
29270,4,2,2,Mid,10
29292,4,1,3,Mid,5
29302,4,3,4,High,5
29303,4,2,2,Mid,3
29305,4,3,1,High,1
29308,4,1,3,Mid,9
29312,4,2,2,Mid,7
29314,4,1,1,Mid,7
29326,4,2,4,High,7
29340,4,4,4,High,0
29366,4,3,4,High,4
29401,4,2,2,Mid,7
29403,4,4,3,High,4
29410,1,2,3,Low,3
29414,4,1,3,Mid,9
29418,1,1,2,Low,3
29422,1,2,2,Low,3
29439,4,3,2,High,4
29443,4,3,4,High,4
29448,4,3,4,High,9
29449,4,4,4,High,0
29460,4,4,3,High,8
29491,4,2,1,Mid,1
29529,4,1,1,Mid,4
29536,4,1,1,Mid,1
29546,1,1,4,Low,8
29600,1,2,1,Low,3
29648,4,3,1,High,9
29649,4,4,4,High,0
29677,1,1,1,Low,1
29686,1,2,1,Low,9
29692,1,2,1,Low,2
29699,1,2,2,Low,1
29702,4,2,4,High,9
29707,4,2,1,Mid,5
29708,4,4,3,High,0
29720,4,2,1,Mid,1
29756,4,3,3,High,3
29764,4,4,2,High,5
29798,4,4,4,High,5
29810,4,3,2,High,4
29813,4,2,1,Mid,1
29825,4,3,2,High,0
29848,4,3,3,High,2
29859,4,3,2,High,1
29861,1,3,2,Low,5
29869,1,2,2,Low,4
29890,4,1,2,Mid,4
29918,4,3,4,High,3
29922,4,3,3,High,2
29926,1,2,2,Low,1
29934,4,3,2,High,5
29936,1,1,4,Low,2
29962,4,1,1,Mid,3
29974,4,1,4,Mid,4
29979,4,3,1,High,1
29987,4,1,3,Mid,3
29993,4,1,3,Mid,1
30037,4,2,1,Mid,1
30040,4,3,2,High,7
30041,1,1,2,Low,7
30050,4,4,3,High,8
30053,4,3,1,High,2
30072,4,1,3,Mid,5
30075,4,4,4,High,0
30077,1,1,4,Low,4
30082,4,2,2,Mid,4
30084,1,2,1,Low,2
30096,1,2,4,Low,4
30101,4,4,4,High,3
30122,4,4,4,High,0
30125,4,3,4,High,4
30126,4,1,2,Mid,7
30129,4,3,1,High,10
30143,4,2,3,High,4
30158,4,4,2,High,5
30161,4,4,3,High,2
30179,4,3,3,High,1
30197,4,4,4,High,2
30198,1,1,1,Low,4
30200,4,3,4,High,1
30204,4,2,2,Mid,3
30208,4,2,4,High,3
30211,4,2,4,High,1
30216,4,1,1,Mid,7
30217,4,4,4,High,0
30254,4,2,1,Mid,9
30269,1,3,1,Low,9
30277,4,2,1,Mid,4
30279,4,4,4,High,0
30289,4,2,4,High,3
30292,4,4,2,High,8
30302,4,4,4,High,0
30305,4,2,2,Mid,5
30311,4,4,2,High,8
30331,4,1,4,Mid,3
30337,1,1,2,Low,6
30342,4,4,2,High,8
30350,4,4,4,High,8
30352,4,2,3,High,6
30365,4,3,3,High,6
30379,1,1,4,Low,3
30386,4,1,2,Mid,2
30397,4,1,1,Mid,1
30430,4,4,1,High,0
30473,4,4,4,High,2
30475,4,4,1,High,0
30479,4,3,3,High,3
30489,4,4,4,High,5
30497,1,2,2,Low,1
30508,4,3,3,High,5
30536,4,4,1,High,8
30553,4,4,4,High,8
30605,4,4,3,High,8
30617,1,1,1,Low,8
30621,4,1,4,Mid,1
30625,1,1,1,Low,5
30638,1,2,2,Low,4
30643,4,2,3,High,5
30655,4,3,4,High,3
30659,4,3,1,High,1
30673,4,3,1,High,5
30728,4,4,4,High,0
30758,4,2,1,Mid,5
30760,4,4,2,High,0
30772,1,2,1,Low,10
30868,4,3,4,High,2
30873,4,3,2,High,2
30875,4,1,4,Mid,3
30885,4,2,1,Mid,5
30886,4,1,3,Mid,4
30891,1,1,2,Low,3
30894,4,3,2,High,1
30913,4,1,1,Mid,1
30923,4,2,2,Mid,9
30942,1,2,2,Low,4
30949,4,3,2,High,1
30962,4,4,3,High,0
30976,1,3,4,Low,7
30986,4,4,4,High,2
30999,4,2,1,Mid,5
31002,4,4,2,High,4
31018,4,2,1,Mid,5
31030,4,1,1,Mid,4
31043,4,4,4,High,10
31053,4,2,1,Mid,7
31056,4,2,1,Mid,3
31063,4,2,4,High,7
31091,1,1,1,Low,4
31105,4,1,1,Mid,1
31119,1,1,4,Low,4
31134,4,4,1,High,0
31140,4,4,2,High,0
31151,4,2,1,Mid,9
31155,4,4,2,High,8
31184,4,1,1,Mid,4
31243,4,3,2,High,0
31249,4,4,4,High,6
31267,4,1,2,Mid,2
31285,1,1,1,Low,1
31291,4,1,4,Mid,3
31299,4,4,2,High,8
31302,1,1,3,Low,3
31303,1,2,1,Low,7
31329,4,4,3,High,0
31354,4,2,1,Mid,1
31370,4,1,2,Mid,3
31400,4,3,4,High,4
31418,4,3,2,High,4
31438,1,1,3,Low,10
31467,4,4,2,High,0
31468,4,3,3,High,4
31469,4,1,2,Mid,7
31489,4,2,2,Mid,3
31494,4,3,3,High,3
31502,4,4,2,High,0
31509,1,2,1,Low,6
31514,4,3,1,High,9
31522,4,1,2,Mid,1
31540,4,1,1,Mid,1
31543,4,2,2,Mid,8
31544,4,2,2,Mid,9
31550,4,3,4,High,5
31551,4,4,2,High,0
31562,4,3,1,High,1
31596,1,2,3,Low,3
31650,4,4,3,High,5
31655,1,1,2,Low,3
31659,4,3,4,High,8
31664,1,1,3,Low,1
31673,1,1,3,Low,1
31681,4,2,1,Mid,7
31686,4,3,1,High,6
31703,1,2,3,Low,4
31707,4,2,2,Mid,4
31726,4,4,2,High,0
31749,4,2,2,Mid,5
31763,4,2,2,Mid,6
31770,4,4,4,High,5
31789,4,2,2,Mid,3
31792,4,4,2,High,0
31797,1,1,4,Low,1
31803,4,2,4,High,1
31814,4,3,1,High,1
31817,4,2,3,High,6
31827,4,3,3,High,2
31832,4,3,3,High,3
31834,4,3,3,High,3
31840,4,3,3,High,8
31842,1,1,4,Low,1
31871,1,1,4,Low,6
31891,4,3,4,High,2
31898,4,3,2,High,3
31907,1,1,1,Low,5
31910,1,1,2,Low,9
31938,4,1,1,Mid,4
31940,4,2,2,Mid,3
31948,4,2,2,Mid,3
31949,4,4,3,High,2
31957,4,4,2,High,6
31962,1,3,2,Low,3
31974,4,4,2,High,8
32016,4,4,1,High,0
32029,4,3,4,High,1
32035,1,1,2,Low,4
32065,4,3,3,High,3
32075,4,3,2,High,10
32108,4,3,1,High,4
32109,4,2,2,Mid,4
32112,4,3,2,High,1
32131,4,3,1,High,4
32146,4,2,1,Mid,3
32150,4,3,4,High,1
32156,4,3,3,High,1
32166,4,4,3,High,2
32167,4,3,2,High,1
32168,4,2,1,Mid,1
32185,4,2,4,High,2
32186,4,4,4,High,5
32197,4,4,2,High,8
32209,4,1,1,Mid,8
32221,4,2,2,Mid,1
32242,4,2,1,Mid,2
32260,1,1,1,Low,3
32283,4,3,4,High,3
32308,4,1,4,Mid,3
32326,4,1,3,Mid,3
32333,4,4,1,High,2
32345,4,4,3,High,5
32382,4,4,1,High,0
32387,4,3,2,High,5
32391,4,1,3,Mid,4
32392,4,1,1,Mid,1
32402,4,3,1,High,7
32403,4,1,3,Mid,1
32413,4,2,2,Mid,7
32418,4,4,4,High,6
32437,4,2,1,Mid,10
32452,4,4,3,High,0
32491,4,3,1,High,2
32498,4,3,3,High,1
32516,4,2,1,Mid,7
32521,4,4,3,High,5
32534,4,3,2,High,5
32541,4,4,4,High,0
32573,1,1,3,Low,7
32587,4,1,3,Mid,1
32614,1,1,1,Low,8
32619,4,2,4,High,4
32635,4,4,3,High,5
32641,4,4,2,High,5
32649,4,1,4,Mid,3
32661,4,2,3,High,3
32692,4,1,3,Mid,4
32706,4,3,4,High,1
32732,4,1,1,Mid,7
32737,4,2,2,Mid,3
32754,4,1,4,Mid,6
32757,4,1,4,Mid,2
32759,4,1,4,Mid,1
32760,4,2,2,Mid,6
32767,4,4,2,High,0
32768,4,3,2,High,9
32790,1,1,1,Low,10
32798,4,2,3,High,4
32807,4,2,4,High,5
32808,4,3,1,High,1
32827,4,4,3,High,6
32832,4,4,2,High,0
32838,4,1,1,Mid,1
32854,1,1,4,Low,3
32858,1,2,1,Low,2
32859,4,2,1,Mid,2
32865,4,3,2,High,5
32889,4,2,2,Mid,7
32891,4,2,4,High,3
32898,1,1,2,Low,5
32955,4,4,4,High,0
32978,1,3,3,Low,3
32988,4,3,2,High,4
32991,4,1,2,Mid,1
32997,4,3,4,High,3
32998,4,4,4,High,5
33015,4,3,4,High,1
33018,4,2,2,Mid,7
33047,4,2,3,High,1
33051,4,3,2,High,5
33065,4,1,2,Mid,7
33082,4,3,2,High,1
33086,1,4,4,Mid,1
33092,4,2,1,Mid,1
33112,4,2,2,Mid,7
33121,4,4,3,High,8
33124,4,1,1,Mid,1
33131,4,3,2,High,3
33132,4,3,2,High,1
33156,4,3,4,High,4
33192,1,2,4,Low,7
33257,4,2,1,Mid,3
33266,4,3,4,High,9
33270,4,3,2,High,2
33284,1,3,3,Low,2
33298,4,3,4,High,3
33313,1,1,1,Low,4
33321,4,1,3,Mid,4
33334,4,1,3,Mid,9
33335,4,3,1,High,1
33362,4,1,4,Mid,7
33411,4,2,4,High,1
33443,4,3,1,High,0
33483,1,2,2,Low,3
33486,4,4,3,High,8
33491,4,3,3,High,2
33506,4,1,1,Mid,4
33512,4,2,1,Mid,4
33516,4,1,4,Mid,3
33524,4,1,3,Mid,9
33536,4,1,4,Mid,7
33549,4,3,3,High,1
33557,4,4,3,High,5
33562,4,4,4,High,5
33571,4,4,3,High,8
33583,1,3,1,Low,7
33585,4,2,1,Mid,10
33588,4,2,4,High,1
33591,1,1,1,Low,4
33594,4,2,4,High,1
33608,4,2,3,High,8
33611,4,2,2,Mid,8
33612,4,2,3,High,1
33620,4,4,4,High,8
33631,1,2,1,Low,1
33633,4,4,4,High,0
33641,4,1,3,Mid,1
33650,4,1,3,Mid,9
33661,4,3,3,High,3
33683,1,1,1,Low,7
33693,4,1,3,Mid,7
33710,4,4,2,High,8
33714,4,3,2,High,9
33725,4,3,3,High,10
33732,4,4,2,High,2
33739,4,3,4,High,8
33744,4,1,1,Mid,1
33768,4,1,4,Mid,5
33783,4,1,3,Mid,7
33799,4,3,2,High,5
33803,1,3,4,Low,4
33814,4,3,2,High,1
33833,4,3,4,High,6
33875,4,2,4,High,1
33878,1,1,1,Low,1
33882,4,3,1,High,4
33899,4,4,2,High,0
33904,4,1,3,Mid,3
33916,4,4,3,High,2
33917,4,3,3,High,7
33922,4,3,2,High,4
33923,4,4,3,High,8
33926,4,2,4,High,3
33942,4,4,4,High,2
33958,1,1,2,Low,3
33975,4,1,4,Mid,1
33991,1,3,4,Low,7
33997,4,2,2,Mid,3
34041,4,3,4,High,3
34046,4,2,4,High,4
34054,4,1,1,Mid,1
34055,4,3,3,High,4
34072,4,2,2,Mid,4
34092,1,2,1,Low,1
34096,4,2,4,High,3
34097,4,4,2,High,0
34107,1,1,3,Low,5
34114,4,1,1,Mid,1
34123,4,4,3,High,6
34128,4,4,2,High,0
34134,4,2,1,Mid,10
34136,4,4,3,High,8
34142,1,1,3,Low,3
34144,4,4,4,High,0
34160,4,1,3,Mid,4
34168,1,2,1,Low,1
34180,1,1,2,Low,4
34189,1,1,1,Low,4
34196,4,4,1,High,0
34218,1,1,1,Low,1
34232,4,3,2,High,9
34239,1,2,1,Low,2
34263,4,3,4,High,3
34275,1,1,2,Low,7
34304,4,3,3,High,3
34332,4,3,3,High,3
34394,1,3,2,Low,9
34409,1,2,1,Low,4
34414,4,3,4,High,2
34431,1,1,1,Low,4
34450,4,3,4,High,0
34462,4,3,3,High,9
34501,4,1,1,Mid,7
34532,4,3,3,High,2
34533,4,4,2,High,2
34539,4,3,4,High,4
34542,4,3,1,High,7
34546,1,1,2,Low,1
34554,4,3,3,High,3
34568,4,3,3,High,6
34573,4,3,3,High,3
34610,4,2,1,Mid,10
34659,4,3,4,High,2
34665,4,2,1,Mid,9
34672,4,2,2,Mid,6
34678,4,3,2,High,10
34689,4,4,2,High,9
34698,4,3,3,High,9
34721,4,3,2,High,5
34722,1,1,4,Low,2
34734,4,2,3,High,4
34736,4,1,1,Mid,1
34748,4,4,3,High,0
34753,1,1,4,Low,4
34772,4,4,2,High,2
34785,4,4,3,High,8
34794,1,1,1,Low,9
34797,1,3,2,Low,5
34808,4,4,4,High,0
34851,1,1,1,Low,1
34861,4,3,2,High,4
34874,4,2,1,Mid,1
34880,4,4,3,High,0
34888,1,2,1,Low,7
34897,1,1,1,Low,4
34899,1,1,3,Low,2
34915,4,2,1,Mid,1
34923,4,3,4,High,4
34962,4,2,2,Mid,8
34969,4,1,1,Mid,1
34974,4,1,4,Mid,3
35011,4,3,2,High,5
35013,1,4,2,Mid,5
35020,4,4,2,High,8
35028,4,2,1,Mid,3
35034,4,2,4,High,3
35038,4,4,2,High,0
35044,4,2,1,Mid,3
35064,1,1,1,Low,1
35072,4,1,1,Mid,1
35083,4,1,1,Mid,2
35104,4,4,4,High,8
35110,4,1,4,Mid,5
35112,4,3,4,High,1
35113,1,1,2,Low,3
35121,4,3,2,High,2
35130,1,2,3,Low,5
35148,4,4,3,High,0
35158,4,1,3,Mid,2
35159,4,4,2,High,8
35165,4,3,3,High,1
35166,4,4,2,High,8
35177,4,3,2,High,1
35180,4,3,2,High,7
35189,4,3,3,High,8
35190,4,4,4,High,0
35200,4,1,4,Mid,5
35212,4,3,2,High,0
35238,4,3,3,High,2
35239,4,4,4,High,0
35242,4,3,4,High,3
35244,4,4,4,High,2
35252,4,1,1,Mid,1
35259,4,2,1,Mid,9
35272,1,3,4,Low,9
35298,4,2,3,High,5
35302,1,1,1,Low,7
35303,1,2,2,Low,4
35307,4,3,2,High,3
35317,4,3,3,High,3
35327,1,1,2,Low,7
35362,1,3,3,Low,1
35375,4,4,3,High,0
35386,1,3,3,Low,3
35393,1,2,1,Low,4
35403,4,4,3,High,2
35419,1,2,2,Low,4
35427,4,3,4,High,4
35429,4,1,4,Mid,4
35433,1,1,2,Low,9
35457,4,4,4,High,3
35463,1,1,1,Low,2
35468,4,1,1,Mid,1
35487,4,2,4,High,4
35504,4,4,3,High,8
35516,4,3,1,High,4
35527,4,2,3,High,9
35535,1,3,4,Low,4
35551,4,2,3,High,3
35552,1,1,3,Low,1
35565,4,3,3,High,3
35599,4,1,3,Mid,7
35614,4,3,4,High,1
35625,4,4,2,High,0
35630,1,1,1,Low,3
35632,4,1,1,Mid,1
35646,1,2,1,Low,4
35659,4,3,3,High,8
35664,4,2,4,High,3
35691,4,4,4,High,7
35693,4,2,4,High,5
35709,4,4,3,High,2
35746,4,2,1,Mid,7
35747,4,2,4,High,3
35762,4,3,4,High,5
35774,4,4,4,High,0
35781,4,3,3,High,8
35802,4,4,1,High,2
35813,4,2,3,High,7
35820,4,3,4,High,4
35823,4,3,1,High,8
35837,1,2,1,Low,1
35840,4,4,3,High,2
35851,4,2,1,Mid,3
35855,1,2,3,Low,4
35875,4,1,1,Mid,1
35883,1,1,1,Low,1
35900,1,1,2,Low,1
35915,4,2,3,High,8
35940,1,3,4,Low,4
35944,4,1,4,Mid,9
35953,4,4,3,High,3
35960,4,4,2,High,0
35961,4,4,3,High,2
35976,1,1,2,Low,2
35982,4,3,2,High,3
36015,4,2,1,Mid,9
36035,4,1,4,Mid,1
36067,1,2,4,Low,2
36073,4,1,3,Mid,3
36083,1,3,1,Low,9
36117,4,4,4,High,2
36130,4,2,1,Mid,4
36145,4,2,4,High,7
36150,4,4,3,High,8
36160,4,1,3,Mid,6
36179,4,4,2,High,2
36202,4,1,1,Mid,1
36205,4,4,3,High,5
36227,4,1,1,Mid,4
36270,4,2,4,High,4
36276,4,2,4,High,2
36280,4,3,2,High,5
36285,4,4,4,High,8
36291,4,2,1,Mid,4
36316,4,1,3,Mid,5
36335,4,4,2,High,0
36350,4,3,1,High,1
36352,4,2,3,High,2
36353,4,4,3,High,8
36379,4,2,3,High,1
36380,1,3,1,Low,3
36391,4,3,2,High,5
36393,4,2,4,High,3
36402,1,2,4,Low,6
36409,4,1,2,Mid,4
36416,1,2,4,Low,2
36417,4,3,3,High,1
36426,4,4,3,High,2
36436,1,1,1,Low,1
36440,1,3,4,Low,5
36460,4,3,4,High,2
36501,4,4,2,High,5
36502,1,1,1,Low,4
36510,4,2,2,Mid,4
36523,4,2,2,Mid,4
36540,1,1,1,Low,4
36544,4,1,1,Mid,7
36556,4,2,4,High,4
36570,1,2,2,Low,8
36580,4,2,4,High,9
36642,4,2,2,Mid,4
36647,4,1,4,Mid,3
36648,4,4,1,High,0
36659,4,4,2,High,6
36660,4,2,1,Mid,4
36669,4,1,1,Mid,7
36725,1,3,2,Low,5
36732,4,3,1,High,7
36733,4,3,3,High,1
36754,4,2,4,High,5
36757,4,3,3,High,3
36760,1,1,1,Low,10
36773,1,1,1,Low,3
36798,1,1,1,Low,3
36802,4,4,1,High,0
36815,4,2,3,High,1
36833,4,2,1,Mid,5
36838,4,2,1,Mid,7
36840,4,1,1,Mid,1
36855,1,2,1,Low,2
36856,4,2,2,Mid,1
36877,4,4,3,High,8
36888,4,3,2,High,9
36893,1,1,4,Low,5
36919,4,4,3,High,2
36923,4,3,2,High,6
36929,1,1,1,Low,7
36964,4,2,2,Mid,1
37009,4,3,4,High,3
37014,4,1,1,Mid,1
37074,1,2,2,Low,3
37080,4,3,2,High,2
37083,4,3,1,High,7
37094,4,4,3,High,5
37100,4,1,3,Mid,1
37139,4,4,3,High,6
37145,4,1,4,Mid,3
37152,1,1,3,Low,1
37177,4,2,1,Mid,5
37200,4,4,2,High,0
37205,4,3,2,High,4
37223,4,3,2,High,9
37225,4,3,3,High,1
37235,1,1,3,Low,3
37245,4,1,2,Mid,1
37249,4,3,2,High,5
37250,1,3,4,Low,4
37260,4,3,3,High,2
37263,4,1,4,Mid,4
37272,4,2,1,Mid,1
37281,4,1,4,Mid,4
37285,1,3,1,Low,7
37305,4,2,2,Mid,3
37340,4,2,1,Mid,1
37383,4,2,2,Mid,3
37425,4,3,3,High,3
37432,4,4,1,High,0
37490,4,2,2,Mid,4
37495,1,3,4,Low,2
37500,1,2,4,Low,4
37507,4,2,2,Mid,2
37519,4,3,2,High,1
37524,4,1,1,Mid,1
37526,1,2,4,Low,6
37530,4,3,1,High,7
37538,4,2,1,Mid,1
37539,4,2,4,High,1
37593,4,3,3,High,5
37596,4,4,4,High,8
37618,4,3,4,High,4
37633,4,3,1,High,7
37653,4,4,4,High,5
37671,4,3,4,High,5
37684,4,1,1,Mid,1
37687,4,3,3,High,6
37688,4,3,2,High,1
37707,4,3,2,High,3
37727,4,1,1,Mid,3
37739,4,3,2,High,7
37764,4,4,3,High,8
37765,1,3,2,Low,2
37775,1,1,1,Low,1
37783,4,3,3,High,0
37820,4,4,3,High,8
37827,4,1,2,Mid,3
37832,4,2,2,Mid,5
37882,4,4,1,High,0
37897,4,2,3,High,9
37901,4,3,4,High,7
37913,4,1,1,Mid,1
37918,4,2,1,Mid,4
37919,4,2,1,Mid,4
37922,1,1,3,Low,3
37924,4,2,4,High,2
37934,4,2,4,High,3
37949,4,4,3,High,2
37953,4,2,2,Mid,1
37963,4,3,4,High,3
37978,4,3,3,High,3
37988,4,2,4,High,3
37990,4,3,3,High,5
38018,4,3,2,High,5
38020,4,3,3,High,5
38026,4,3,4,High,2
38031,4,4,3,High,1
38048,4,4,1,High,0
38051,1,1,1,Low,7
38056,4,2,3,High,4
38057,4,4,2,High,0
38067,4,2,4,High,1
38086,4,2,1,Mid,1
38114,4,4,4,High,2
38120,4,1,1,Mid,4
38136,4,1,3,Mid,7
38145,4,2,1,Mid,1
